ITEM#,bucklingStiffnessBias,bendingWeft,stretchWeft,thickness,bucklingRatioWarp,bucklingRatioWeft,bucklingStiffnessWeft,density,friction,shear,bucklingStiffnessWarp,internalDamping,bucklingRatioWias,bendingBias,bendingWarp,stretchWarp
COMO METAL,0.0,7809.4482421875,1000000.0,0.5299999713897705,0.0,0.0,0.0,129.2929229736328,0.029999999329447746,57515.40234375,0.0,9.999999747378752e-05,0.0,6640.625,5471.8017578125,1000000.0
COMO TWEED,0.0,37503.05078125,1000000.0,0.7730000019073486,0.0,0.0,0.0,213.63636779785156,0.029999999329447746,69624.734375,0.0,9.999999747378752e-05,0.0,25390.625,13278.1982421875,1000000.0
CONSTELLATION,0.0,540.1611328125,616357.625,0.23999999463558197,0.0,0.0,0.0,111.11111450195312,0.029999999329447746,14767.84375,0.0,9.999999747378752e-05,0.0,756.8359375,973.5107421875,545102.375
D0411,0.0,241.0888671875,30357.513671875,0.44600000977516174,0.0,0.0,0.0,249.4949493408203,0.029999999329447746,7358.28515625,0.0,9.999999747378752e-05,0.0,2069.091796875,3897.0947265625,890994.6875
D0600-1,0.0,6246.9482421875,103269.140625,0.6299999952316284,0.0,0.0,0.0,335.3535461425781,0.029999999329447746,24819.50390625,0.0,9.999999747378752e-05,0.0,4879.7607421875,3512.5732421875,400358.09375
DG-9926,0.0,2346.8017578125,869917.75,0.17599999904632568,0.0,0.0,0.0,53.03030014038086,0.029999999329447746,6483.4853515625,0.0,9.999999747378752e-05,0.0,1321.4111328125,296.0205078125,206493.6875
DG-9947,0.0,24996.94921875,116197.4453125,0.3700000047683716,0.0,0.0,0.0,200.0,0.029999999329447746,55164.84375,0.0,9.999999747378752e-05,0.0,12670.8984375,344.8486328125,165020.375
DJ-174,0.0,1321.4111328125,122044.3203125,1.1749999523162842,0.0,0.0,0.0,326.26263427734375,0.029999999329447746,50845.0625,0.0,9.999999747378752e-05,0.0,3005.9814453125,4690.5517578125,479410.5
DN-7724SD,0.0,192.2607421875,282518.625,0.4399999976158142,0.0,0.0,0.0,194.94949340820312,0.029999999329447746,236288.109375,0.0,9.999999747378752e-05,0.0,384.521484375,576.7822265625,32946.953125
DN-7748-J,0.0,271.6064453125,201512.921875,0.4519999921321869,0.0,0.0,0.0,186.8686981201172,0.029999999329447746,108753.09375,0.0,9.999999747378752e-05,0.0,354.00390625,436.4013671875,175324.90625
DNN-4034-OP-6-2L,0.0,192.2607421875,464928.1875,0.33000001311302185,0.0,0.0,0.0,171.21212768554688,0.029999999329447746,286394.3125,0.0,9.999999747378752e-05,0.0,216.6748046875,241.0888671875,267178.5
DNN-4150FD BRUSHED,0.0,1559.4482421875,137538.890625,0.6899999976158142,0.0,0.0,0.0,217.17172241210938,0.029999999329447746,100576.3046875,0.0,9.999999747378752e-05,0.0,1538.0859375,1516.7236328125,272082.90625
DNPD-4022,0.0,241.0888671875,113098.2265625,0.550000011920929,0.0,0.0,0.0,185.8585968017578,0.029999999329447746,193806.765625,0.0,9.999999747378752e-05,0.0,659.1796875,1077.2705078125,269291.0625
DONGYANG SILK #2,0.0,1370.2392578125,464913.9375,0.4620000123977661,0.0,0.0,0.0,243.93939208984375,0.029999999329447746,36929.3359375,0.0,9.999999747378752e-05,0.0,2981.5673828125,4592.8955078125,519885.125
DOWN SKIN,0.0,497.4365234375,205781.75,0.5099999904632568,0.0,0.0,0.0,253.03030395507812,0.029999999329447746,224326.046875,0.0,9.999999747378752e-05,0.0,1028.4423828125,1559.4482421875,650440.875
DP-J02008-SR01,0.0,149.5361328125,7350.22021484375,0.3720000088214874,0.0,0.0,0.0,151.01010131835938,0.029999999329447746,6129.32763671875,0.0,9.999999747378752e-05,0.0,149.5361328125,149.5361328125,12403.30078125
DP-J03647-SR02,0.0,271.6064453125,168782.84375,0.7900000214576721,0.0,0.0,0.0,207.5757598876953,0.029999999329447746,55932.25,0.0,9.999999747378752e-05,0.0,378.41796875,485.2294921875,130502.1015625
DP-J50997-SC30,0.0,119.0185546875,8844.1640625,0.4620000123977661,0.0,0.0,0.0,214.64646911621094,0.029999999329447746,3763.723876953125,0.0,9.999999747378752e-05,0.0,119.0185546875,119.0185546875,12439.4287109375
DP-J50998-SR30,0.0,149.5361328125,230324.796875,0.4699999988079071,0.0,0.0,0.0,188.88890075683594,0.029999999329447746,52233.52734375,0.0,9.999999747378752e-05,0.0,170.8984375,192.2607421875,105543.96875
DP-J52014-SD30,0.0,588.9892578125,30391.744140625,0.5339999794960022,0.0,0.0,0.0,204.5454559326172,0.029999999329447746,9882.0859375,0.0,9.999999747378752e-05,0.0,695.80078125,802.6123046875,55658.609375
DRAGONFLY METAL JQD,0.0,49996.94921875,1000000.0,0.5740000009536743,0.0,0.0,0.0,249.4949493408203,0.029999999329447746,19588.806640625,0.0,9.999999747378752e-05,0.0,28027.34375,6057.7392578125,1000000.0
DSS-01,0.0,87503.046875,1000000.0,1.0379999876022339,0.0,0.0,0.0,354.5454406738281,0.029999999329447746,26968.453125,0.0,9.999999747378752e-05,0.0,49999.99609375,12496.9482421875,726391.1875
DSS-02,0.0,49996.94921875,1000000.0,0.6259999871253967,0.0,0.0,0.0,256.06060791015625,0.029999999329447746,42650.3984375,0.0,9.999999747378752e-05,0.0,28121.94921875,6246.9482421875,1000000.0
DSS-04,0.0,24996.94921875,423530.15625,0.5519999861717224,0.0,0.0,0.0,184.34344482421875,0.029999999329447746,6088.1484375,0.0,9.999999747378752e-05,0.0,14059.44921875,3121.9482421875,183412.953125
DSS-05,0.0,24996.94921875,1000000.0,0.6869999766349792,0.0,0.0,0.0,224.74746704101562,0.029999999329447746,124954.7109375,0.0,9.999999747378752e-05,0.0,14843.75,4690.5517578125,493986.3125
DSS-06,0.0,48440.55078125,1000000.0,0.5699999928474426,0.0,0.0,0.0,188.88890075683594,0.029999999329447746,126114.7109375,0.0,9.999999747378752e-05,0.0,28909.30078125,9378.0517578125,1000000.0
DSS-08,0.0,6246.9482421875,301309.875,0.37400001287460327,0.0,0.0,0.0,130.80809020996094,0.029999999329447746,6707.87939453125,0.0,9.999999747378752e-05,0.0,3857.421875,1467.8955078125,273205.375
DSS-11,0.0,24996.94921875,1000000.0,0.7850000262260437,0.0,0.0,0.0,297.4747314453125,0.029999999329447746,49967.0546875,0.0,9.999999747378752e-05,0.0,16403.19921875,7809.4482421875,141163.9375
DSS-12,0.0,12112.4267578125,1000000.0,0.4659999907016754,0.0,0.0,0.0,167.17172241210938,0.029999999329447746,45517.8203125,0.0,9.999999747378752e-05,0.0,7055.6640625,1998.9013671875,670963.625
DSS-13,0.0,18753.05078125,771302.25,0.6000000238418579,0.0,0.0,0.0,206.06060791015625,0.029999999329447746,40595.97265625,0.0,9.999999747378752e-05,0.0,9963.98828125,1174.9267578125,513246.0
DSS-17,0.0,12496.9482421875,1000000.0,0.828000009059906,0.0,0.0,0.0,231.8181915283203,0.029999999329447746,39888.05078125,0.0,9.999999747378752e-05,0.0,7421.875,2346.8017578125,344290.4375
DSS-20,0.0,12496.9482421875,676050.25,0.4300000071525574,0.0,0.0,0.0,163.13131713867188,0.029999999329447746,3825.9501953125,0.0,9.999999747378752e-05,0.0,6396.484375,296.0205078125,427848.15625
DSS-21,0.0,12405.3955078125,1000000.0,0.8399999737739563,0.0,0.0,0.0,244.44444274902344,0.029999999329447746,8486.4150390625,0.0,9.999999747378752e-05,0.0,7031.25,1657.1044921875,406354.625
DSS-24,0.0,12496.9482421875,933563.8125,0.5630000233650208,0.0,0.0,0.0,135.35353088378906,0.029999999329447746,13493.275390625,0.0,9.999999747378752e-05,0.0,7421.875,2346.8017578125,476793.75
DSS-25,0.0,18753.05078125,1000000.0,0.3700000047683716,0.0,0.0,0.0,136.8686981201172,0.029999999329447746,18359.3984375,0.0,9.999999747378752e-05,0.0,10937.5,3121.9482421875,1000000.0
ELA-73F P,0.0,827.0263671875,44746.41015625,0.8159999847412109,0.0,0.0,0.0,252.5252685546875,0.029999999329447746,27577.3046875,0.0,9.999999747378752e-05,0.0,1098.6328125,1370.2392578125,53356.15234375
F-119,0.0,399.7802734375,29820.171875,0.5339999794960022,0.0,0.0,0.0,144.44444274902344,0.029999999329447746,5982.76806640625,0.0,9.999999747378752e-05,0.0,341.796875,283.8134765625,31382.236328125
Fleece Pile 1-2,0.0,9378.0517578125,65384.28125,0.9039999842643738,0.0,0.0,0.0,212.12120056152344,0.029999999329447746,47215.43359375,0.0,9.999999747378752e-05,0.0,6640.625,3903.1982421875,152007.078125
GA9435CXL,0.0,790.4052734375,1000000.0,0.20999999344348907,0.0,0.0,0.0,97.97979736328125,0.029999999329447746,126843.6875,0.0,9.999999747378752e-05,0.0,1956.1767578125,3121.9482421875,1000000.0
GF038SBW,0.0,1559.4482421875,202063.78125,0.41200000047683716,0.0,0.0,0.0,128.2828369140625,0.029999999329447746,18096.12890625,0.0,9.999999747378752e-05,0.0,1754.7607421875,1950.0732421875,307299.5
GKS-554XL3-C,0.0,3512.5732421875,489515.25,0.9139999747276306,0.0,0.0,0.0,361.1111145019531,0.029999999329447746,192926.171875,0.0,9.999999747378752e-05,0.0,3707.8857421875,3903.1982421875,330639.78125
GKS-590XL3,0.0,1608.2763671875,332759.65625,0.6299999952316284,0.0,0.0,0.0,244.44444274902344,0.029999999329447746,292826.53125,0.0,9.999999747378752e-05,0.0,1779.1748046875,1950.0732421875,368058.9375
GM514TXL,0.0,3121.9482421875,1000000.0,0.33399999141693115,0.0,0.0,0.0,176.2626190185547,0.029999999329447746,184268.546875,0.0,9.999999747378752e-05,0.0,5075.0732421875,7028.1982421875,1000000.0
GQ020XL,0.0,6295.7763671875,1000000.0,0.3499999940395355,0.0,0.0,0.0,241.41415405273438,0.029999999329447746,285027.0625,0.0,9.999999747378752e-05,0.0,6271.3623046875,6246.9482421875,1000000.0
H2O-M24B,0.0,6246.9482421875,829791.625,0.7099999785423279,0.0,0.0,0.0,292.4242248535156,0.029999999329447746,1000000.0,0.0,9.999999747378752e-05,0.0,10934.4482421875,15621.9482421875,1000000.0
H2O-N567,0.0,192.2607421875,1000000.0,0.12999999523162842,0.0,0.0,0.0,86.36363983154297,0.029999999329447746,1000000.0,0.0,9.999999747378752e-05,0.0,115.966796875,39.6728515625,1000000.0
H2O-TH-55,0.0,1950.0732421875,194082.53125,0.38999998569488525,0.0,0.0,0.0,167.67677307128906,0.029999999329447746,27580.63671875,0.0,9.999999747378752e-05,0.0,1071.1669921875,192.2607421875,474127.40625
H2O-XC117,0.0,1657.1044921875,120882.7421875,0.5899999737739563,0.0,0.0,0.0,325.757568359375,0.029999999329447746,313670.0625,0.0,9.999999747378752e-05,0.0,2389.5263671875,3121.9482421875,373669.3125
H2O-XN205,0.0,3219.6044921875,616559.125,0.6880000233650208,0.0,0.0,0.0,270.7070617675781,0.029999999329447746,2985.35888671875,0.0,9.999999747378752e-05,0.0,2487.1826171875,1754.7607421875,407893.90625
H2O-XN306,0.0,485.2294921875,347789.03125,0.40400001406669617,0.0,0.0,0.0,186.8686981201172,0.029999999329447746,409903.4375,0.0,9.999999747378752e-05,0.0,781.25,1077.2705078125,497006.28125
H2O-XN494,0.0,241.0888671875,580825.5,0.2800000011920929,0.0,0.0,0.0,147.9798126220703,0.029999999329447746,193431.9375,0.0,9.999999747378752e-05,0.0,363.1591796875,485.2294921875,376863.71875
HF-7209,0.0,119.0185546875,80951.1640625,0.5099999904632568,0.0,0.0,0.0,147.47476196289062,0.029999999329447746,48629.984375,0.0,9.999999747378752e-05,0.0,277.7099609375,436.4013671875,18416.14453125
HICOZY-AS-0960,0.0,2346.8017578125,54841.60546875,0.47999998927116394,0.0,0.0,0.0,298.4848327636719,0.029999999329447746,28617.693359375,0.0,9.999999747378752e-05,0.0,1443.4814453125,540.1611328125,93095.3125
HN 2870,0.0,1126.0986328125,207878.40625,0.6100000143051147,0.0,0.0,0.0,222.72726440429688,0.029999999329447746,57556.44140625,0.0,9.999999747378752e-05,0.0,1730.3466796875,2334.5947265625,202969.84375
HP-5202,0.0,216.6748046875,29907.63671875,0.5099999904632568,0.0,0.0,0.0,198.48484802246094,0.029999999329447746,11581.224609375,0.0,9.999999747378752e-05,0.0,595.0927734375,973.5107421875,45500.7265625
HS-RD1179,0.0,973.5107421875,194894.03125,0.30000001192092896,0.0,0.0,0.0,158.58587646484375,0.029999999329447746,39250.82421875,0.0,9.999999747378752e-05,0.0,854.4921875,735.4736328125,106193.8671875
HS360 SUEDE,0.0,6057.7392578125,58833.7109375,0.9900000095367432,0.0,0.0,0.0,354.0404052734375,0.029999999329447746,99103.46875,0.0,9.999999747378752e-05,0.0,10058.59375,14059.4482421875,320120.34375
ITARY FLOWER JACQUARD,0.0,37503.05078125,1000000.0,0.6299999952316284,0.0,0.0,0.0,199.4949493408203,0.029999999329447746,69819.6484375,0.0,9.999999747378752e-05,0.0,22656.25,7809.4482421875,1000000.0
J-P7503-1,0.0,3512.5732421875,1000000.0,0.20900000631809235,0.0,0.0,0.0,121.21212768554688,0.029999999329447746,365000.0625,0.0,9.999999747378752e-05,0.0,2441.40625,1370.2392578125,59887.546875
J17-0880,0.0,875.8544921875,176271.171875,1.0399999618530273,0.0,0.0,0.0,243.93939208984375,0.029999999329447746,21866.755859375,0.0,9.999999747378752e-05,0.0,1998.9013671875,3121.9482421875,178998.640625
JQ 0900 D,0.0,241.0888671875,1000000.0,0.10000000149011612,0.0,0.0,0.0,74.24242401123047,0.029999999329447746,6023.97705078125,0.0,9.999999747378752e-05,0.0,708.0078125,1174.9267578125,1000000.0
JQ 1515,0.0,588.9892578125,1000000.0,0.10999999940395355,0.0,0.0,0.0,66.16161346435547,0.029999999329447746,9141.154296875,0.0,9.999999747378752e-05,0.0,1086.42578125,1583.8623046875,1000000.0
JQ 2611,0.0,1559.4482421875,1000000.0,0.11999999731779099,0.0,0.0,0.0,87.37373352050781,0.029999999329447746,88910.046875,0.0,9.999999747378752e-05,0.0,1217.6513671875,875.8544921875,1000000.0
JQ 3800,0.0,1174.9267578125,1000000.0,0.12800000607967377,0.0,0.0,0.0,81.3131332397461,0.029999999329447746,8749.373046875,0.0,9.999999747378752e-05,0.0,1562.5,1950.0732421875,1000000.0
JQ 4040,0.0,802.6123046875,800260.875,0.15000000596046448,0.0,0.0,0.0,102.02020263671875,0.029999999329447746,22833.541015625,0.0,9.999999747378752e-05,0.0,1574.70703125,2346.8017578125,1000000.0
KBR-6338PZ,0.0,18753.05078125,213724.953125,0.25,0.0,0.0,0.0,203.53536987304688,0.029999999329447746,198108.859375,0.0,9.999999747378752e-05,0.0,10937.5,3121.9482421875,152023.84375
KCF-16-123,0.0,411.9873046875,27224.578125,1.190000057220459,0.0,0.0,0.0,245.4545440673828,0.029999999329447746,24201.6171875,0.0,9.999999747378752e-05,0.0,1181.0302734375,1950.0732421875,55496.40625
KCF-2067 CD,0.0,24996.94921875,22404.0546875,1.4199999570846558,0.0,0.0,0.0,326.26263427734375,0.029999999329447746,324538.40625,0.0,9.999999747378752e-05,0.0,18746.94921875,12496.9482421875,391635.4375
