ITEM#,Resource,WEIGHT (G/SM),Cuttable Width(inch),Fabric  Category,Fabric Type,FABRIC CONTENT 1,FABRIC CONTENT 2,FABRIC CONTENT 3,FABRIC CONTENT 4,FABRIC CONTENT 5,bendingLeftBias,bendingRightBias,bendingWarp,bendingWeft,bucklingRatioLeftBias,bucklingRatioRightBias,bucklingRatioWarp,bucklingRatioWeft,bucklingStiffnessLeftBias,bucklingStiffnessRightBias,bucklingStiffnessWarp,bucklingStiffnessWeft,density,friction,internalDamping,leftShear,rightShear,stretchWarp,stretchWeft,thickness
ELA-73F P,,,,,,,,,,,NaN,NaN,1370.239,827.0264,NaN,NaN,NaN,0,NaN,NaN,0,0,252.5253,0.03,1.00E-04,NaN,NaN,53356.15,44746.41,0.816
F-119,SwatchOn,215,,knit,jersey,Cotton(100%),,,,,NaN,NaN,283.8135,399.7803,NaN,NaN,NaN,0,NaN,NaN,0,0,144.4444,0.03,1.00E-04,NaN,NaN,31382.24,29820.17,0.534
FK-1056-1A,SwatchOn,416,,knit,jersey,"Acrylinenc(73%), ","woolol(12%), ","Cotton(8%), ",Nylon(7%),,,,,,,,,,,,,,,,,,,,,
"FK-1059-2
",SwatchOn,308,,knit,rib,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1092,SwatchOn,172,,knit,Mesh/Tulle,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1094,SwatchOn,894,,other,vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1098,SwatchOn,311,,knit,interlock,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FK-1101,SwatchOn,178,,knit,jersey,"Cotton(57%), ","Polyester(38%), ",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,,
FK-1102,SwatchOn,268,,knit,jersey,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1103,SwatchOn,316,,other,vegan Leather,"Viscose Rayon(50%),", PU (Polyurethane)(50%),,,,,,,,,,,,,,,,,,,,,,,
FK-1108,SwatchOn,248,,knit,jersey,"PU (Polyurethane)(50%), ",Polyester(50%),,,,,,,,,,,,,,,,,,,,,,,
FK-1108,SwatchOn,239,,other,PVC,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1111,SwatchOn,244,,knit,interlock,"Cotton(93%), ",Nylon(7%),,,,,,,,,,,,,,,,,,,,,,,
FK-1111,SwatchOn,306,,knit,Dobby/Jacquard,"Acrylinenc(81%), ","Cotton(8%), ","Polyester(6%), ",Modal(5%),,,,,,,,,,,,,,,,,,,,,
FK-1117,SwatchOn,244,,knit,jersey,"Acrylinenc(61%), ","Nylon(21%), ","woolol(15%), ",PU (Polyurethane)(3%),,,,,,,,,,,,,,,,,,,,,
FK-1118,SwatchOn,480,,Woven ,Melton/Boiled,"woolol(80%), ",Nylon(20%),,,,,,,,,,,,,,,,,,,,,,,
FK-1119,SwatchOn,192,,Woven ,Memory,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
FK-1120,SwatchOn,274,,knit,jersey,"Polyester(62%),"," Viscose Rayon(34%), ",PU (Polyurethane)(4%),,,,,,,,,,,,,,,,,,,,,,
Fleece Pile 1-2,SwatchOn,372,,other, Vegan Fur,Polyester(100%),,,,,NaN,NaN,3903.198,9378.052,NaN,NaN,NaN,0,NaN,NaN,0,0,212.1212,0.03,1.00E-04,NaN,NaN,152007.1,65384.28,0.904
GA9435CXL,SwatchOn,511,,knit,interlock,"Polyester(67%), ","Viscose Rayon(22%), ","Cotton(9%), ",PU (Polyurethane)(2%),,NaN,NaN,3121.948,790.4053,NaN,NaN,NaN,0,NaN,NaN,0,0,97.9798,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.21
GF038SBW,SwatchOn,296,,knit,interlock,"Cotton(84%), ",PE (Polyethylene)(16%),,,,NaN,NaN,1950.073,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,128.2828,0.03,1.00E-04,NaN,NaN,307299.5,202063.8,0.412
GKS-554XL3-C,SwatchOn,80,,Woven,Crepe/CDC,Polyester(100%),,,,,NaN,NaN,3903.198,3512.573,NaN,NaN,NaN,0,NaN,NaN,0,0,361.1111,0.03,1.00E-04,NaN,NaN,330639.8,489515.3,0.914
GKS-590XL3,SwatchOn,156,,knit,jersey,"Cotton(54%), ","Polyester(40%), ",PU (Polyurethane)(6%),,,NaN,NaN,1950.073,1608.276,NaN,NaN,NaN,0,NaN,NaN,0,0,244.4444,0.03,1.00E-04,NaN,NaN,368058.9,332759.7,0.63
GM514TXL,SwatchOn,332,,knit,fleece,"Polyester(81%), ","Viscose Rayon(16%), ",PU (Polyurethane)(3%),,,NaN,NaN,7028.198,3121.948,NaN,NaN,NaN,0,NaN,NaN,0,0,176.2626,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.334
GQ020XL,SwatchOn,312,,knit,rib,"Acrylinenc(69%),"," Polyester(28%), ",PU (Polyurethane)(3%),,,NaN,NaN,6246.948,6295.776,NaN,NaN,NaN,0,NaN,NaN,0,0,241.4142,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.35
H2O-M24B,SwatchOn,256,,knit,rib,"Viscose Rayon(96%), ",PU (Polyurethane)(4%),,,,NaN,NaN,15621.95,6246.948,NaN,NaN,NaN,0,NaN,NaN,0,0,292.4242,0.03,1.00E-04,NaN,NaN,1000000,829791.6,0.71
H2O-N567,SwatchOn,288,,knit,Waffle,"Polyester(47%), ","Viscose Rayon(46%),",PU (Polyurethane)(7%),,,NaN,NaN,39.67285,192.2607,NaN,NaN,NaN,0,NaN,NaN,0,0,86.36364,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.13
H2O-TH-55,SwatchOn,280,,knit,ponte,"Cotton(71%), ","Nylon(25%), ",PU (Polyurethane)(4%),,,NaN,NaN,192.2607,1950.073,NaN,NaN,NaN,0,NaN,NaN,0,0,167.6768,0.03,1.00E-04,NaN,NaN,474127.4,194082.5,0.39
H2O-XC117,SwatchOn,140,,knit,jersey,"Viscose Rayon(85%),",linennen(15%),,,,NaN,NaN,3121.948,1657.104,NaN,NaN,NaN,0,NaN,NaN,0,0,325.7576,0.03,1.00E-04,NaN,NaN,373669.3,120882.7,0.59
H2O-XN205,SwatchOn,308,,knit,rib,"Cotton(96%), ",PU (Polyurethane)(4%),,,,NaN,NaN,1754.761,3219.604,NaN,NaN,NaN,0,NaN,NaN,0,0,270.7071,0.03,1.00E-04,NaN,NaN,407893.9,616559.1,0.688
H2O-XN306,SwatchOn,539,,knit,interlock,Polyester(100%),,,,,NaN,NaN,1077.271,485.2295,NaN,NaN,NaN,0,NaN,NaN,0,0,186.8687,0.03,1.00E-04,NaN,NaN,497006.3,347789,0.404
H2O-XN494,SwatchOn,216,,knit,jersey,"Acrylinenc(60%), ",Viscose Rayon(40%),,,,NaN,NaN,485.2295,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,147.9798,0.03,1.00E-04,NaN,NaN,376863.7,580825.5,0.28
HF-7209,SwatchOn,280,,knit,Neoprene/Scuba,"Polyester(87%), ",PU (Polyurethane)(13%),,,,NaN,NaN,436.4014,119.0186,NaN,NaN,NaN,0,NaN,NaN,0,0,147.4748,0.03,1.00E-04,NaN,NaN,18416.14,80951.16,0.51
HICOZY-AS-0960,SwatchOn,216,,knit,French Terry,Cotton(100%),,,,,NaN,NaN,540.1611,2346.802,NaN,NaN,NaN,0,NaN,NaN,0,0,298.4848,0.03,1.00E-04,NaN,NaN,93095.31,54841.61,0.48
HN 2870,SwatchOn,133,,knit,jersey,Viscose Rayon(100%),,,,,NaN,NaN,2334.595,1126.099,NaN,NaN,NaN,0,NaN,NaN,0,0,222.7273,0.03,1.00E-04,NaN,NaN,202969.8,207878.4,0.61
HP-5202,SwatchOn,440,,knit,interlock,"Polyester(92%), ",PU (Polyurethane)(8%),,,,NaN,NaN,973.5107,216.6748,NaN,NaN,NaN,0,NaN,NaN,0,0,198.4848,0.03,1.00E-04,NaN,NaN,45500.73,29907.64,0.51
HS-RD1179,SwatchOn,244,,knit,rib,"Acrylinenc(61%),"," Nylon(21%), ","woolol(15%), ",PU (Polyurethane)(3%),,NaN,NaN,735.4736,973.5107,NaN,NaN,NaN,0,NaN,NaN,0,0,158.5859,0.03,1.00E-04,NaN,NaN,106193.9,194894,0.3
HS360 SUEDE,SwatchOn,176,,knit,jersey,"Polyester(47%), ","Viscose Rayon(47%),",PU (Polyurethane)(6%),,,NaN,NaN,14059.45,6057.739,NaN,NaN,NaN,0,NaN,NaN,0,0,354.0404,0.03,1.00E-04,NaN,NaN,320120.3,58833.71,0.99
ITARY FLOWER JACQUARD,SwatchOn,236,,knit,interlock,"Acrylinenc(60%), ",Viscose Rayon(40%),,,,NaN,NaN,7809.448,37503.05,NaN,NaN,NaN,0,NaN,NaN,0,0,199.4949,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.63
J-P7503-1,SwatchOn,184,,knit,jersey,"Cotton(81%), ","Lyocell(14%), ",PU (Polyurethane)(5%),,,NaN,NaN,1370.239,3512.573,NaN,NaN,NaN,0,NaN,NaN,0,0,121.2121,0.03,1.00E-04,NaN,NaN,59887.55,1000000,0.209
J17-0880,SwatchOn,373,,other,PVC,PU (Polyurethane)(100%),,,,,NaN,NaN,3121.948,875.8545,NaN,NaN,NaN,0,NaN,NaN,0,0,243.9394,0.03,1.00E-04,NaN,NaN,178998.6,176271.2,1.04
JQ 0900 D,SwatchOn,212,,woven,twill,Lyocell(100%),,,,,NaN,NaN,1174.927,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,74.24242,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.1
JQ 1515,SwatchOn,260,,knit,jersey,Cotton(100%),,,,,NaN,NaN,1583.862,588.9893,NaN,NaN,NaN,0,NaN,NaN,0,0,66.16161,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.11
JQ 2611,SwatchOn,198,,other,PVC,PU (Polyurethane)(100%),,,,,NaN,NaN,875.8545,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,87.37373,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.12
JQ 3800,SwatchOn,334,,knit,jersey,Cotton(100%),,,,,NaN,NaN,1950.073,1174.927,NaN,NaN,NaN,0,NaN,NaN,0,0,81.31313,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.128
JQ 4040,SwatchOn,272,,knit,interlock,"Cotton(77%), ","TENCEL™(13%), ",Nylon(10%),,,NaN,NaN,2346.802,802.6123,NaN,NaN,NaN,0,NaN,NaN,0,0,102.0202,0.03,1.00E-04,NaN,NaN,1000000,800260.9,0.15
KBR-6338PZ,SwatchOn,284,,knit,Fleece,"Polyester(90%), ",Viscose Rayon(10%),,,,NaN,NaN,3121.948,18753.05,NaN,NaN,NaN,0,NaN,NaN,0,0,203.5354,0.03,1.00E-04,NaN,NaN,152023.8,213725,0.25
KCF-16-123,SwatchOn,227,,knit,jersey,"Cotton(96%), ",PU (Polyurethane)(4%),,,,NaN,NaN,1950.073,411.9873,NaN,NaN,NaN,0,NaN,NaN,0,0,245.4545,0.03,1.00E-04,NaN,NaN,55496.41,27224.58,1.19
KCF-2067 CD,SwatchOn,260,,knit,jersey,Cotton(100%),,,,,NaN,NaN,12496.95,24996.95,NaN,NaN,NaN,0,NaN,NaN,0,0,326.2626,0.03,1.00E-04,NaN,NaN,391635.4,22404.05,1.42
KCS-5010 A,SwatchOn,301,,knit,rib,"Polyester(70%), ","Viscose Rayon(27%),",PU (Polyurethane)(3%),,,NaN,NaN,18753.05,2346.802,NaN,NaN,NaN,0,NaN,NaN,0,0,362.6263,0.03,1.00E-04,NaN,NaN,164991,416000.2,1.57
KCS-5060,SwatchOn,140,,other,PVC,Cork(100%),,,,,NaN,NaN,18753.05,4495.239,NaN,NaN,NaN,0,NaN,NaN,0,0,363.1313,0.03,1.00E-04,NaN,NaN,349527.3,184212.6,1.56
KIRA-110,SwatchOn,127,,woven,plain,"Nylon(72%), ",Cotton(28%),,,,NaN,NaN,296.0205,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,210.101,0.03,1.00E-04,NaN,NaN,367758.3,110255.4,0.52
KKC,SwatchOn,282,,knit,interlock,Polyester(100%),,,,,NaN,NaN,1553.345,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,264.6465,0.03,1.00E-04,NaN,NaN,374279.4,592840.3,0.93
KPC-1502,SwatchOn,282,,other,vegan Leather,Polyester(100%),,,,,NaN,NaN,10940.55,3121.948,NaN,NaN,NaN,0,NaN,NaN,0,0,236.3636,0.03,1.00E-04,NaN,NaN,149765.1,244296.6,0.31
KS-074E,SwatchOn,356,,knit,Dobby/Jacquard,"Polyester(88%), ","Viscose Rayon(7%), ",PU (Polyurethane)(5%),,,NaN,NaN,387.5732,45.77637,NaN,NaN,NaN,0,NaN,NaN,0,0,30.80808,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.04
KSP-0420,SwatchOn,265,,knit,French Terry,"Cotton(40%), ","TENCEL™(27%), ","Polyester(27%), ",PU (Polyurethane)(6%),,NaN,NaN,6637.573,6637.573,NaN,NaN,NaN,0,NaN,NaN,0,0,182.8283,0.03,1.00E-04,NaN,NaN,377666.3,356787.1,0.301
LC008,SwatchOn,269,,knit,interlock,Polyester(100%),,,,,NaN,NaN,21.3623,686.6455,NaN,NaN,NaN,0,NaN,NaN,0,0,37.87879,0.03,1.00E-04,NaN,NaN,259050,472725.3,0.14
LYNN-CY-0138,SwatchOn,116,,knit,velvet,"Viscose Rayon(60%), ",Polyester(40%),,,,NaN,NaN,973.5107,1174.927,NaN,NaN,NaN,0,NaN,NaN,0,0,186.8687,0.03,1.00E-04,NaN,NaN,240359.3,274034.4,0.33
M-C2086,SwatchOn,276,,Knit ,Ponte,"Polyester(68%), ","Viscose Rayon(30%),",PU (Polyurethane)(2%),,,NaN,NaN,4495.239,3121.948,NaN,NaN,NaN,0,NaN,NaN,0,0,165.6566,0.03,1.00E-04,NaN,NaN,411067.6,231753.6,0.267
MF-FD288,SwatchOn,288,,knit,Ponte,"Cotton(60%), ","Polyester(35%),",PU (Polyurethane)(5%),,,NaN,NaN,12496.95,5862.427,NaN,NaN,NaN,0,NaN,NaN,0,0,300,0.03,1.00E-04,NaN,NaN,647833.9,514265.6,1.27
MIKARO,SwatchOn,352,,knit,Neoprene/Scuba,"Polyester(72%), ","Viscose Rayon(18%), ",PU (Polyurethane)(10%),,,NaN,NaN,3903.198,7028.198,NaN,NaN,NaN,0,NaN,NaN,0,0,184.3434,0.03,1.00E-04,NaN,NaN,465599.5,469515.3,0.37
Moleskin-3M-M,SwatchOn,276,,knit,interlock,"Polyester(76%), ","Viscose Rayon(19%), ",PU (Polyurethane)(5%),,,NaN,NaN,2346.802,735.4736,NaN,NaN,NaN,0,NaN,NaN,0,0,271.7172,0.03,1.00E-04,NaN,NaN,476574.7,21721.55,1.089
NFS728,SwatchOn,151,,knit,jersey,"Polyester(50%), ","Cotton(38%), ",Viscose Rayon(12%),,,NaN,NaN,45.77637,39.67285,NaN,NaN,NaN,0,NaN,NaN,0,0,47.47475,0.03,1.00E-04,NaN,NaN,423909.2,94301.41,0.14
NMD170 ISC,,,,,,,,,,,NaN,NaN,3903.198,1754.761,NaN,NaN,NaN,0,NaN,NaN,0,0,222.7273,0.03,1.00E-04,NaN,NaN,84599.3,81989.66,0.47
OP-4680NP-1,VMOD 3D Library,160,,woven,Gauze/Double Gauze,Cotton 100%,,,,,NaN,NaN,149.5361,192.2607,NaN,NaN,NaN,0,NaN,NaN,0,0,167.1717,0.03,1.00E-04,NaN,NaN,249169.8,88038.45,0.33
ORG-LEOPARD,VMOD 3D Library,196,,woven,Plaid,Polyester 65%,PU 3%,Viscose Rayon 32%,,,NaN,NaN,588.9893,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,20.20202,0.03,1.00E-04,NaN,NaN,110564,104332.9,0.09
ORGANIC 60_S SOLID,VMOD 3D Library,56,,woven,Satin,Metallinenc 35%,Polyester 65%,,,,NaN,NaN,3121.948,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,150.5051,0.03,1.00E-04,NaN,NaN,408266.8,338541.1,0.25
PAPI-A201-XM,VMOD 3D Library,332,,knit,Waffle,"Polyester 68%,","PU 5%, ",Viscose Rayon 27%,,,NaN,NaN,51.87988,39.67285,NaN,NaN,NaN,0,NaN,NaN,0,0,26.76768,0.03,1.00E-04,NaN,NaN,220552.7,1000000,0.04
"PD-00010975

",VMOD 3D Library,92,,knit,Lace,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00013959,VMOD 3D Library,86,,Woven,Twill,Nylon 15%,Viscose Rayon 85%,,,,,,,,,,,,,,,,,,,,,,,
PD-00022452,VMOD 3D Library,104,,Woven ,Georgette,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00030858,VMOD 3D Library,136,,knit,Lace,Nylon 95%,PU 5%,,,,,,,,,,,,,,,,,,,,,,,
PD-00051366,VMOD 3D Library,248,,woven,Canvas,Nylon 12%,Polyester 29%,Cotton 59%,,,,,,,,,,,,,,,,,,,,,,
PD-00052164,VMOD 3D Library,252,,woven,TRS,"Acrylinenc 40%, ","Polyester 37%, ","PU 2%, ","Viscose Rayon 19%, ",Wool 2%,,,,,,,,,,,,,,,,,,,,
PD-00068188,VMOD 3D Library,196,,woven,TRS,"Polyester 65%,","PU 3%, ",Viscose Rayon 32%,,,,,,,,,,,,,,,,,,,,,,
PD-00107896,VMOD 3D Library,199,,woven,TRS,"Polyester 86%, ","PU 2%, ",Viscose Rayon 12%,,,,,,,,,,,,,,,,,,,,,,
PD-00121828,VMOD 3D Library,188,,woven,Double Weave,"Cotton 50%,",Polyester 50%,,,,,,,,,,,,,,,,,,,,,,,
PD-00121834,VMOD 3D Library,180,,woven,Gauze/Double Gauze,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00183126

",VMOD 3D Library,176,,woven,Double Weave,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00183127,VMOD 3D Library,200,,woven,Ripstop,"
Cotton 74%, ",Nylon 26%,,,,,,,,,,,,,,,,,,,,,,,
"PD-00183128

",VMOD 3D Library,44,,woven,Ripstop,"Nylon 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00236435,VMOD 3D Library,84,,woven,Taffeta,Polyester 34%,Cupro 66%,,,,,,,,,,,,,,,,,,,,,,,
PD-00236443,VMOD 3D Library,196,,woven,Memory,"Nylon 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00236448,VMOD 3D Library,196,,"Woven 
",Crepe/CDC,"Polyester 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00236625,VMOD 3D Library,160,,knit,Velvet,"
Polyester 45%,",Viscose Rayon 55%,,,,,,,,,,,,,,,,,,,,,,,
PD-00247050,VMOD 3D Library,124,,knit,Velvet,"Polyester 75%, ",Viscose Rayon 25%,,,,,,,,,,,,,,,,,,,,,,,
PD-00247052,VMOD 3D Library,112,,"Woven 
",Crepe/CDC,"Polyester 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00247054,VMOD 3D Library,68,,"Woven 
",Chiffon,"Polyester 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00249420,VMOD 3D Library,231,,knit,Tricot,"Polyester 95%, ",PU 5%,,,,,,,,,,,,,,,,,,,,,,,
PD-00249423,VMOD 3D Library,120,,"Woven 
",Challis,"Viscose Rayon 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00253671,VMOD 3D Library,48,,"Woven 
",Dewspo,Recycled Nylon 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00253673
",VMOD 3D Library,152,,"Woven 
",Chiffon,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00258443,VMOD 3D Library,200,,knit,Tricot,Nylon 80%,PU 20%,,,,,,,,,,,,,,,,,,,,,,,
PD-00260402,VMOD 3D Library,60,,"Woven 
",Challis,"Viscose Rayon 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00281566,VMOD 3D Library,64,,"Woven 
",Chiffon,"Polyester 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00289790,VMOD 3D Library,76,,"Woven 
",Chiffon,"Polyester 100%
",,,,,,,,,,,,,,,,,,,,,,,,
PD-00292007,VMOD 3D Library,180,,"Woven 
",Canvas,"Cotton 100%
",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00327797
",VMOD 3D Library,44,,"Woven 
",Dewspo,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00343352
",VMOD 3D Library,40,,"Woven 
",Dewspo,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00348154
",VMOD 3D Library,96,,"Others 
",Tyvek,PE 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00349016,VMOD 3D Library,316,,knit,Waffle,"Cotton 60%,",Polyester 40%,,,,,,,,,,,,,,,,,,,,,,,
"PD-00353467
",VMOD 3D Library,132,,"
Others ",Vegan Suede,"Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00369784
",VMOD 3D Library,192,,"
Woven ",Clip Jacquard,"
Polyester 55%, ","Viscose from Bamboo 39%, ",Metallinenc 6%,,,,,,,,,,,,,,,,,,,,,,
PD-00373369,VMOD 3D Library,192,,"
Woven ",Eyelet,"
Cotton 100%",,,,,,,,,,,,,,,,,,,,,,,,
PD-00377067,VMOD 3D Library,239,,Others ,PVC,"
Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
PD-00377368,VMOD 3D Library,120,,Knit, Mesh/Tulle,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00377369,VMOD 3D Library,328,,Knit ,Neoprene/Scuba,"
Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00379313
",VMOD 3D Library,428,,Woven ,Tweed,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00383380,VMOD 3D Library,152,,Woven ,Flannel,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00383381,VMOD 3D Library,192,,Woven ,Denim,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00383385,VMOD 3D Library,192,,Woven , Clip Jacquard,"
Polyester 55%,"," Viscose from Bamboo 39%,",Metallinenc 6%,,,,,,,,,,,,,,,,,,,,,,
PD-00383511,VMOD 3D Library,120,,Woven ,Twill,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00383512,VMOD 3D Library,362,,Woven ,Corduroy,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00383891,VMOD 3D Library,76,,Woven ,Ripstop,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00385676
",VMOD 3D Library,272,,Woven ,Tweed,"
Acrylinenc 74%,"," Polyester 23%, ",Metallinenc 3%,,,,,,,,,,,,,,,,,,,,,,
"PD-00388238
",VMOD 3D Library,292,,knit,Dobby/Jacquard,"
Cotton 80%, ","Polyester 15%,",PU 5%,,,,,,,,,,,,,,,,,,,,,,
PD-00390420,VMOD 3D Library,288,,knit,Pointelle,"
Cotton 97%,",PU 3%,,,,,,,,,,,,,,,,,,,,,,,
PD-00391755,VMOD 3D Library,452,,Others ,"
 Sequin","
Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00391891
",VMOD 3D Library,72,,knit,Lace,"
Nylon 60%,",Polyester 40%,,,,,,,,,,,,,,,,,,,,,,,
PD-00393608,VMOD 3D Library,452,,Others ,"
 Sequin",Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00396299
",VMOD 3D Library,666,,Others ,Vegan Leather,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00396648,VMOD 3D Library,120,,Woven ,Seersucker,"
Cotton 35%",Polyester 65%,,,,,,,,,,,,,,,,,,,,,,,
PD-00397584,VMOD 3D Library,172,,Woven ,Jacquard/Brocade,"
Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00399985
",VMOD 3D Library,352,,"
Others ",Vegan Fur,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00400827,VMOD 3D Library,192,,Woven ,Clip Jacquard,"
Polyester 55%,","Viscose from Bamboo 39%,",Metallinenc 6%,,,,,,,,,,,,,,,,,,,,,,
PD-00400828,VMOD 3D Library,72,,knit,Lace,"
Nylon 60%, ",Polyester 40%,,,,,,,,,,,,,,,,,,,,,,,
"PD-00402559
",VMOD 3D Library,196,,knit, Mesh/Tulle,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00402974,VMOD 3D Library,344,,other,Vegan Fur,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00403621,VMOD 3D Library,272,,knit,Dobby/Jacquard,"
Polyester 90%,",PU 10%,,,,,,,,,,,,,,,,,,,,,,,
PD-00409064,VMOD 3D Library,380,,other,Sequin,"
Polyester 92%,", PU 8%,,,,,,,,,,,,,,,,,,,,,,,
PD-00410284,VMOD 3D Library,536,,other,Vegan Fur,"
Acrylic 80%,", Polyester 20%,,,,,,,,,,,,,,,,,,,,,,,
PD-00410368,VMOD 3D Library,196,,knit,Dobby/Jacquard,"
Polyester 94%, ",PU 6%,,,,,,,,,,,,,,,,,,,,,,,
PD-00410625,VMOD 3D Library,666,,other,Vegan Leather,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00410636,VMOD 3D Library,72,,"
Warp Knit ", Lace,"
Nylon 60%,",Polyester 40%,,,,,,,,,,,,,,,,,,,,,,,
PD-00410731,VMOD 3D Library,196,,"
Warp Knit ",Dobby/Jacquard,"Polyester 94%,",PU 6%,,,,,,,,,,,,,,,,,,,,,,,
"PD-00414070
",VMOD 3D Library,192,,woven,Eyelet,Cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00415463

",VMOD 3D Library,666,,other,Vegan Leather,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00416844,VMOD 3D Library,380,,other, Sequin,"
Polyester 92%,",PU 8%,,,,,,,,,,,,,,,,,,,,,,,
PD-00417533,VMOD 3D Library,272,,woven, Tweed,"
Acrylic 74%, ","Polyester 23%,",Metallic 3%,,,,,,,,,,,,,,,,,,,,,,
"PD-00418197
",VMOD 3D Library,175,,other,Vegan Leather,"
Metallic 10%,",Viscose Rayon 90%,,,,,,,,,,,,,,,,,,,,,,,
"PD-00418216
",VMOD 3D Library,196,,"
Warp Knit ",Mesh/Tulle,Polyester 100%,,,,,,,,,,,,,,,,,,,,,,,,
PD-00418776,VMOD 3D Library,152,,woven, Flannel,"
Cotton 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00418857
",VMOD 3D Library,344,,other,Vegan Fur,"
Polyester 100%",,,,,,,,,,,,,,,,,,,,,,,,
"PD-00420037
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00420059
",CottonWork,207,,woven,Twill,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
PD-00423001,CottonWork,231,,woven,Twill - 2/2 Right Hand,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"PD-00432684
",CottonWork,187,,woven,Plain,99% Cotton,1% Polyester,,,,,,,,,,,,,,,,,,,,,,,
PE-187048P-4,CottonWork,214,,woven,Twill - 1/3 Right Hand,100% Cotton,,,,,NaN,NaN,8987.427,7809.448,NaN,NaN,NaN,0,NaN,NaN,0,0,285.3535,0.03,1.00E-04,NaN,NaN,138727.6,47193.99,0.67
